sentiment,headline
positive,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China ."
positive,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .
positive,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+¦rbindelsen bridge in Gothenburg in Sweden .
positive,"Lule+_ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres ."
positive,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 ."
positive,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ."
positive,"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever ."
positive,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms ."
positive,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again ."
positive,"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy ."
positive,"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers ."
positive,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years ."
positive,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan ."
positive,All of Raisio 's divisions recorded an operating profit .
neutral,"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 ."
positive,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 ."
positive,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted ."
positive,"As a domestic business , Best-In is already close to Finnish dog owners ."
positive,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 ."
positive,Cash flow from operating activities is estimated to be positive .
positive,Cision says the sale will return its U.K. operation to profitability .
positive,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group ."
positive,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services ."
positive,"Department store sales improved by 14 % to EUR 1,070.6 mn ."
positive,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .
positive,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday ."
positive,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday ."
positive,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE ."
positive,"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization ."
positive,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .
positive,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .
positive,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ."
positive,"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster ."
positive,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products ."
positive,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said ."
positive,"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said ."
positive,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .
positive,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .
positive,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region ."
positive,"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements ."
positive,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added ."
positive,"However , the broker gave an `` outperform '' recommendation on the stock ."
positive,"However , the total orders received will still be above last year s levels ."
positive,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October ."
positive,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association ."
positive,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector ."
positive,Industry Investment is very interested in Glaston 's solar energy projects .
neutral,It also has potential clients in the growing environmental and recycling technology sectors .
positive,It is now the leading private road ambulance service company in Finland .
positive,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people ."
positive,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs ."
positive,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .
positive,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel"
positive,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2"
positive,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te"
positive,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation ."
positive,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ."
neutral,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .
positive,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound ."
positive,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets ."
neutral,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network ."
positive,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
positive,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 ."
positive,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .
positive,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .
positive,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history ."
positive,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .
positive,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period ."
positive,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .
positive,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia ."
positive,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn ."
positive,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery ."
positive,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .
positive,Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .
positive,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''"
positive,Sports equipment sales also progressed well owing to the prolonged winter season .
positive,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .
neutral,Stora Enso will record a capital gain of EUR 33 million as a non-recurring financial item in its fourth quarter 2006 results .
positive,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .
positive,That topped consensus forecasts for earnings of 0.21 euros a share .
positive,The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .
positive,The acquisition will have an immediate positive impact on Aspocomp 's financial result .
positive,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .
positive,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil ."
positive,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively ."
positive,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said ."
positive,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .
positive,The company aims to maintain this trend in profitability during the current year .
positive,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .
positive,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits ."
positive,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 ."
positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .
positive,The company will also be compensated for acting as a reserve batch plant .
positive,The Group also has a strong global position in other fishing categories .
positive,The Group 's cash flow from operations will be positive .
positive,The mill has long traditions and holds an established position in the markets .
positive,"The move is aimed at boosting sales , cost-efficiency and market share in Finland ."
neutral,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .
positive,"The original name Componenta +_m+_l , as a subsidiary of the Finnish Componenta Group , has been changed to +_m+_l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 ."
positive,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .
positive,"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara ."
positive,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) ."
positive,This combined with foreign investments creates interesting opportunities for Solteq .
positive,"This is Done Logistics ' largest order in Norway , the diversified group said ."
positive,This resulted in improved sales figures in Sweden .
neutral,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ."
positive,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai ."
positive,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 ."
positive,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .
positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia ."
positive,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world ."
positive,We are now in a position to pursue novel clinical candidates going forward . ''
positive,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .
positive,`` Consumers have very well received our packed fresh meat .
positive,`` Demand for sports equipment was good in 2005 .
positive,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''"
positive,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .
positive,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .
positive,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said ."
positive,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing ."
positive,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .
positive,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''"
positive,`` We 've been feeling quite positive about the region as a whole .
positive,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .
positive,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland ."
positive,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .
positive,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .
positive,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania ."
positive,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production ."
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis ."
positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .
positive,Deliveries have started and the network will be ready for a launch soon .
positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur ."
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 ."
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ."
positive,"Exel Composites ' long-term growth prospects remain favourable , however ."
positive,fi is developing cooperation in keyword advertising with Microsoft .
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia ."
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .
positive,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company ."
neutral,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions ."
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ."
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .
positive,Operating profit improved by 16.7 % to EUR 7.7 mn .
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .
positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .
positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .
positive,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .
positive,"Previously , the company anticipated its operating profit to improve over the same period ."
positive,Productional situation has now improved .
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur ."
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros ."
positive,Strong growth has continued also in China .
positive,Synergy benefits will start to materialise in the second quarter .
positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo ."
positive,The ` buy ' recommendation was reiterated .
positive,The aim is to achieve EUR 2.5 mn yearly savings .
positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila ."
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .
positive,The EPS improved to EUR0 .38 from EUR0 .27 .
positive,The expansion aims to attract new customers both in Finland and abroad .
positive,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .
positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 ."
positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 ."
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks ."
positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .
positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations ."
positive,The stock of new machines is reasonably small and new orders bring work .
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .
positive,These companies will be able to keep their market positions .
positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .
neutral,This lays a foundation for sustainable business development for the long term .
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work ."
positive,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .
positive,Uponor improved its performance in spite of the decrease in residential construction in the US .
neutral,The inventor was issued U.S. Patent No. .
positive,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today ."
neutral,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .
neutral,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients ."
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .
neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained ."
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes ."
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast ."
neutral,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here ."
neutral,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch ."
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added ."
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses ."
neutral,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community ."
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
neutral,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business ."
neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message ."
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care ."
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ."
neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .
neutral,All are welcome .
neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 ."
neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ."
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated ."
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ."
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ."
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ."
neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA ."
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .
neutral,"FinancialWire tm is a fully independent , proprietary news wire service ."
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -‹ Magazine 's 2011 Teachers ' Choice Award for the Classroom ."
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
neutral,Halonen 's office acknowledged receiving the letter but declined comment .
positive,He believes that the soy-oats have a good chance of entering the UK market .
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products ."
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta ."
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp ."
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ."
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings ."
neutral,It also recovers valuable raw material for Kemira 's water chemical production .
neutral,"It is necessary to strengthen the company 's operations , however ."
neutral,It will use the proceeds from the transaction to achieve its target .
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results ."
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract ."
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 ."
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 ."
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .
positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content ."
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company ."
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
neutral,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken ."
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
neutral,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes ."
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface ."
neutral,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor ."
neutral,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets ."
positive,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .
neutral,Other potential clients include public administration organizations investing in utility networks and services .
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region ."
positive,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia ."
